userID,movieID,rating,date_day,date_month,date_year,date_hour,date_minute,date_second,realdate,freq,tot
20812,1616,2.0,29,9,2002,8,46,44,20020929,179,542.0
33943,1617,5.0,16,3,2007,1,22,44,20070316,870,3483.5
32538,1619,2.5,28,7,2004,19,22,59,20040728,230,785.5
25038,1620,3.0,1,1,2008,1,40,52,20080101,170,558.0
71055,1621,2.0,9,1,2006,15,12,19,20060109,16,44.5
2852,1622,3.0,20,1,2005,21,14,40,20050120,2,6.5
68988,1623,4.0,14,2,2008,13,17,59,20080214,38,95.5
25412,1624,2.5,24,6,2007,15,26,12,20070624,17,50.5
26152,1625,5.0,5,1,2007,22,38,10,20070105,669,2511.0
11569,1626,3.0,20,3,2004,8,24,12,20040320,24,57.5
33349,1627,4.0,16,3,2000,22,33,15,20000316,101,314.0
13318,1628,3.5,2,6,2005,13,48,54,20050602,1,3.5
33880,1629,2.5,26,11,2004,6,52,38,20041126,36,115.5
52983,1631,4.0,20,12,1999,7,29,41,19991220,22,81.5
41443,1632,2.5,26,3,2004,23,44,29,20040326,6,13.0
50383,1633,4.0,9,10,1999,9,23,43,19991009,53,193.5
36538,1635,4.0,21,8,2006,19,49,2,20060821,236,895.0
65308,1636,3.5,22,4,2004,5,32,14,20040422,4,11.0
68516,1639,3.0,16,8,2007,19,54,4,20070816,537,1921.5
45987,1640,2.0,28,1,2005,5,38,35,20050128,15,40.5
49913,1641,4.0,20,8,2008,21,39,48,20080820,630,2252.0
8114,1642,1.0,19,1,1999,13,58,0,19990119,6,14.0
3174,1643,3.5,31,8,2003,6,33,58,20030831,89,343.0
53315,1644,2.0,17,2,2005,0,45,20,20050217,330,797.0
14099,1645,3.5,28,7,2006,0,6,59,20060728,550,1945.0
30500,1646,3.0,13,9,2000,20,5,42,20000913,41,117.0
18673,1647,2.5,1,9,2004,21,53,54,20040901,22,55.5
50265,1648,4.0,2,3,2003,22,30,59,20030302,49,172.5
50160,1649,4.0,22,5,2002,22,57,37,20020522,46,175.5
3174,1650,4.0,12,6,2000,18,31,58,20000612,21,77.0
3493,1651,2.0,15,6,2000,17,48,8,20000615,7,22.0
26116,1652,4.5,5,8,2005,16,34,33,20050805,2,8.5
40863,1653,4.5,14,4,2007,2,34,41,20070414,774,2957.5
34579,1654,3.5,17,2,2004,0,58,7,20040217,21,71.0
16004,1655,2.0,22,4,2006,7,24,11,20060422,29,73.5
40837,1656,3.0,7,5,2001,14,44,52,20010507,5,12.0
30174,1657,4.0,3,6,2005,5,50,40,20050603,4,14.0
17653,1658,3.0,28,12,2006,20,4,22,20061228,96,306.0
53315,1659,4.0,22,2,2005,21,58,23,20050222,4,14.5
54876,1660,4.0,26,9,2000,6,4,14,20000926,39,139.5
40872,1661,4.0,13,1,2001,3,55,52,20010113,33,100.5
5459,1662,2.5,16,4,2005,14,6,26,20050416,9,28.5
35345,1663,3.5,31,10,2008,11,59,36,20081031,300,1058.5
6550,1665,3.0,1,2,2006,23,59,58,20060201,181,481.5
51033,1666,1.0,17,5,2000,1,27,29,20000517,6,15.5
29202,1667,3.0,16,7,1999,13,31,6,19990716,39,111.5
71483,1668,3.0,13,11,2001,22,6,15,20011113,12,36.5
36538,1669,3.0,10,12,2004,0,8,4,20041210,20,74.5
28665,1670,2.5,12,4,2006,13,32,30,20060412,25,84.0
5459,1671,3.0,26,7,2004,18,55,33,20040726,9,31.5
19587,1672,2.0,8,4,2004,4,53,9,20040408,166,589.0
24230,1673,2.0,23,8,2003,20,55,53,20030823,581,2139.5
28082,1674,4.0,23,11,2000,16,35,3,20001123,400,1511.0
32283,1675,3.0,1,10,2001,18,9,17,20011001,4,13.5
49996,1676,4.0,13,12,1999,5,38,54,19991213,656,2080.0
5917,1677,3.0,11,11,1999,6,24,29,19991111,6,15.5
33139,1678,4.0,30,10,1999,22,3,23,19991030,153,570.5
23437,1679,0.5,7,3,2007,16,48,44,20070307,8,11.0
28350,1680,3.0,9,2,2000,2,5,59,20000209,313,1101.5
64370,1681,0.5,1,11,2005,17,39,20,20051101,111,204.5
41727,1682,4.0,18,2,2008,8,50,1,20080218,1117,4225.5
40827,1683,4.0,30,5,2006,20,18,22,20060530,50,177.0
7461,1684,4.0,29,11,2000,19,51,33,20001129,22,76.5
59468,1685,4.0,16,2,2006,1,56,44,20060216,8,19.0
28105,1686,2.5,3,11,2005,14,49,47,20051103,34,103.0
60901,1687,3.0,19,10,2005,6,56,24,20051019,234,700.5
70485,1688,2.5,4,4,2008,23,43,11,20080404,142,453.0
68637,1689,3.0,9,1,2002,14,1,17,20020109,80,267.0
67303,1690,1.5,10,10,2006,5,4,18,20061010,483,1440.5
59677,1692,1.0,25,10,1999,0,10,7,19991025,5,9.5
41103,1693,3.5,31,5,2006,21,34,33,20060531,228,818.5
25730,1694,4.5,17,3,2006,19,28,53,20060317,106,387.0
40136,1695,3.0,18,7,2008,8,17,54,20080718,15,51.0
25408,1696,4.0,25,10,2002,23,13,32,20021025,8,29.5
34329,1698,2.0,12,1,2003,6,18,22,20030112,3,9.0
8114,1699,5.0,19,1,1999,14,32,25,19990119,34,129.0
29948,1701,4.5,10,4,2006,19,46,22,20060410,116,424.5
51466,1702,3.0,30,7,2006,14,26,34,20060730,193,474.0
21672,1703,2.5,22,12,2008,4,42,59,20081222,30,81.5
36937,1704,4.0,7,5,2006,22,31,15,20060507,1048,4118.5
34881,1707,2.5,25,1,2005,19,53,27,20050125,149,265.5
59389,1708,0.5,25,12,2008,19,52,43,20081225,2,1.5
7248,1709,3.0,14,1,2008,9,33,3,20080114,1,3.0
66541,1710,2.0,10,6,2008,13,57,14,20080610,1,2.0
9060,1711,4.0,22,1,2002,5,56,32,20020122,178,592.0
40421,1713,2.5,13,10,2006,5,51,17,20061013,109,309.0
7711,1714,2.0,23,5,2001,6,56,21,20010523,2,3.0
28082,1715,1.0,22,11,2000,1,30,48,20001122,2,3.5
62332,1716,3.0,12,9,2003,20,59,31,20030912,1,3.0
24221,1717,3.0,2,10,2004,12,31,32,20041002,278,730.5
28665,1719,5.0,8,4,2006,2,38,7,20060408,125,505.5
20121,1720,3.5,24,4,2004,11,46,20,20040424,1,3.5
28645,1721,2.0,4,1,2008,5,54,28,20080104,1263,4041.0
31854,1722,3.0,18,3,2007,15,9,54,20070318,516,1621.0
53315,1723,2.0,9,8,2006,3,48,34,20060809,3,8.5
3301,1725,2.0,21,7,2000,22,45,40,20000721,4,14.5
45478,1726,3.5,7,4,2004,8,0,31,20040407,112,310.5
41391,1727,4.0,8,12,2002,19,25,19,20021208,120,384.5
34329,1728,3.5,22,7,2003,7,37,37,20030722,10,35.0
44287,1729,4.5,3,7,2005,23,31,38,20050703,577,2144.5
9139,1730,4.0,27,12,2007,19,2,11,20071227,86,315.0
12051,1731,0.5,26,1,2006,18,40,13,20060126,53,93.0
1652,1732,4.0,4,9,2007,7,41,54,20070904,880,3431.5
29942,1733,2.5,16,4,2004,14,29,39,20040416,18,60.0
21272,1734,5.0,31,7,2000,17,58,41,20000731,60,232.0
69135,1735,4.0,3,12,2008,17,6,31,20081203,115,371.0
65500,1739,1.0,24,5,2005,18,22,5,20050524,27,31.0
64364,1740,0.5,24,7,2007,3,2,28,20070724,1,0.5
25038,1742,1.5,30,10,2008,3,19,26,20081030,2,5.5
23753,1743,4.5,20,1,2008,22,40,5,20080120,1,4.5
52983,1744,3.0,20,12,1999,7,31,46,19991220,15,36.0
71420,1746,3.0,6,7,2000,21,26,8,20000706,19,47.0
22815,1747,3.0,1,2,2007,20,38,21,20070201,455,1620.5
43281,1748,4.5,3,7,2003,19,45,19,20030703,508,1953.5
33866,1749,0.5,23,11,2004,1,37,51,20041123,4,8.5
33577,1750,3.0,26,6,2001,17,31,53,20010626,6,14.5
6119,1752,3.0,28,7,2008,12,20,39,20080728,83,240.0
35373,1753,3.0,6,6,2006,0,31,43,20060606,120,386.0
3860,1754,2.0,28,2,2006,21,40,55,20060228,157,558.0
65308,1755,2.5,18,4,2004,19,19,30,20040418,47,156.0
44157,1756,3.5,29,4,2007,21,25,34,20070429,15,48.0
41000,1757,4.0,21,9,2005,9,7,22,20050921,44,175.0
43779,1759,3.5,16,6,2003,5,1,57,20030616,26,90.0
35568,1760,1.0,2,7,2008,22,1,42,20080702,133,201.5
29202,1762,3.0,26,9,2002,20,9,25,20020926,57,159.5
8114,1767,1.0,28,12,1999,22,33,17,19991228,12,34.0
43883,1769,3.0,25,8,2000,0,51,29,20000825,113,338.5
7727,1770,3.0,28,2,2001,3,33,20,20010228,8,23.0
788,1771,2.0,31,8,2007,11,4,51,20070831,12,35.0
1174,1772,3.0,5,6,2008,5,51,39,20080605,133,321.0
15061,1773,3.0,30,8,2006,22,3,37,20060830,10,28.0
59389,1774,0.5,25,12,2008,19,52,52,20081225,1,0.5
10674,1776,1.0,22,3,2008,4,38,4,20080322,4,10.0
2204,1777,3.5,16,2,2004,22,49,2,20040216,548,1790.5
51901,1779,3.5,3,11,2005,13,44,5,20051103,276,772.0
15061,1780,3.5,30,8,2006,19,26,23,20060830,6,23.5
40003,1781,3.5,9,9,2007,7,33,52,20070909,1,3.5
51033,1782,4.0,1,11,1999,21,1,12,19991101,1,4.0
6550,1783,3.0,2,5,2006,12,57,8,20060502,37,102.5
39282,1784,3.5,22,5,2006,2,31,9,20060522,864,3225.0
62332,1785,4.0,13,1,1999,23,1,28,19990113,42,154.5
23228,1788,4.0,26,9,2005,23,11,7,20050926,20,72.0
60051,1789,2.0,6,9,2006,21,18,26,20060906,1,2.0
33349,1791,3.5,12,4,2008,13,56,50,20080412,16,49.0
31854,1792,3.0,18,4,2006,20,22,48,20060418,196,626.0
16004,1793,3.0,16,8,2004,3,40,21,20040816,4,14.0
65293,1794,4.5,18,4,2004,9,29,6,20040418,29,96.0
50160,1795,4.0,28,11,2001,20,35,27,20011128,1,4.0
50265,1796,1.0,7,5,2000,9,18,19,20000507,1,1.0
20812,1797,3.5,31,5,2003,8,53,52,20030531,70,275.5
33880,1798,1.5,24,11,2004,4,53,19,20041124,11,28.5
28645,1799,3.0,12,2,2008,23,22,32,20080212,130,449.0
6757,1801,3.0,3,10,2008,7,57,14,20081003,274,841.5
51033,1804,3.5,7,3,2004,1,46,47,20040307,34,106.0
60319,1805,4.0,14,3,2005,11,53,34,20050314,314,999.5
47384,1806,2.0,29,9,2002,20,42,23,20020929,45,117.5
43706,1807,3.0,20,8,2000,19,45,30,20000820,8,27.0
48919,1809,4.5,12,1,2004,18,23,0,20040112,81,305.5
30687,1810,3.5,7,6,2006,18,6,55,20060607,154,532.0
7461,1811,3.0,19,11,2000,20,1,37,20001119,5,13.5
1860,1812,3.5,15,5,2003,21,49,39,20030515,9,27.0
3301,1814,5.0,29,3,2000,4,21,5,20000329,6,23.5
58087,1815,4.0,15,8,2002,2,27,21,20020815,1,4.0
32997,1816,3.0,8,6,2005,21,22,38,20050608,29,88.0
3174,1817,2.5,31,8,2003,7,12,43,20030831,3,5.0
44041,1819,5.0,5,7,2004,22,32,35,20040705,1,5.0
2204,1820,3.0,6,6,2002,22,49,36,20020606,5,12.5
45049,1821,3.5,22,1,2005,21,47,45,20050122,51,163.5
43726,1822,2.0,29,8,2003,7,6,16,20030829,5,6.5
44361,1824,4.5,25,5,2004,4,17,41,20040525,10,34.5
1860,1825,2.0,30,7,2001,15,52,4,20010730,7,17.0
53315,1826,1.5,19,2,2005,5,16,30,20050219,13,11.5
7711,1827,4.0,27,7,2000,0,26,51,20000727,54,211.0
23228,1829,2.0,21,11,2000,0,41,32,20001121,13,42.0
16610,1831,3.0,16,6,2006,23,28,26,20060616,328,812.5
59092,1832,4.0,29,3,2002,19,54,20,20020329,2,7.5
44038,1833,4.0,28,8,2005,2,5,47,20050828,122,384.0
5917,1834,4.0,10,11,1999,2,54,42,19991110,154,574.0
922,1835,5.0,30,8,2007,22,54,52,20070830,275,891.0
7181,1836,3.0,9,10,2001,1,16,57,20011009,51,161.5
30977,1837,3.0,25,12,2001,7,49,45,20011225,14,41.5
30977,1839,3.0,13,4,2002,8,40,59,20020413,29,67.0
51673,1840,4.0,10,9,2000,15,56,46,20000910,55,188.0
32294,1841,3.5,8,6,2005,1,7,47,20050608,28,76.5
30167,1842,2.5,5,10,2003,9,40,53,20031005,2,5.5
62332,1843,1.0,20,12,2003,3,59,23,20031220,4,5.5
493,1844,4.5,15,7,2008,21,16,41,20080715,51,198.5
2039,1845,4.0,8,11,2006,0,24,25,20061108,100,373.5
6757,1846,4.0,12,6,2004,17,6,0,20040612,15,60.0
24234,1848,3.0,1,4,2004,5,53,24,20040401,39,108.0
56535,1849,2.0,30,9,2005,3,11,41,20050930,3,6.0
51033,1850,5.0,1,11,1999,19,5,8,19991101,5,13.5
53315,1851,1.5,9,4,2006,6,55,16,20060409,2,5.0
31854,1853,1.0,21,4,2006,6,49,4,20060421,6,6.0
62332,1854,3.0,1,8,2002,1,47,8,20020801,16,39.5
19982,1855,3.5,15,5,2006,4,55,30,20060515,42,96.5
52580,1856,4.0,28,7,2006,21,51,31,20060728,24,67.0
51954,1857,3.0,1,4,2006,23,25,16,20060401,11,34.0
33477,1858,1.0,15,3,2007,21,31,37,20070315,70,214.0
28082,1859,3.0,22,11,2000,0,58,9,20001122,14,44.0
29942,1860,4.0,31,7,2002,2,14,35,20020731,28,109.5
7711,1861,2.5,28,5,2003,2,35,44,20030528,2,5.5
51901,1862,2.0,6,10,2005,23,28,29,20051006,96,192.5
19982,1863,4.0,21,11,2006,23,52,10,20061121,35,75.0
30687,1864,1.5,8,6,2006,19,32,38,20060608,6,16.0
30167,1865,3.0,5,10,2003,9,19,3,20031005,14,46.5
6393,1866,1.0,3,1,2006,21,39,6,20060103,72,214.0
10791,1867,2.0,6,8,2002,0,7,9,20020806,7,12.0
10931,1869,0.5,16,9,2006,15,31,22,20060916,19,45.0
30167,1870,2.5,2,9,2006,3,2,21,20060902,7,20.5
30977,1871,3.0,25,12,2001,1,41,42,20011225,4,15.0
29942,1872,3.0,17,5,2002,3,39,59,20020517,6,20.0
6385,1873,3.0,8,12,2006,3,58,22,20061208,123,470.0
30167,1874,3.0,7,10,2003,6,22,33,20031007,7,28.0
21272,1875,5.0,21,7,2000,18,51,41,20000721,38,127.0
10739,1876,0.5,7,1,2005,19,11,13,20050107,499,1449.0
38437,1877,0.5,29,11,2007,17,7,25,20071129,1,0.5
62332,1878,0.5,15,6,2004,6,22,20,20040615,2,1.5
60195,1879,3.0,19,3,2003,17,6,38,20030319,21,74.0
19909,1880,3.5,20,5,2007,6,31,30,20070520,15,58.0
51901,1881,2.5,7,10,2005,0,57,33,20051007,19,54.0
49236,1882,3.0,30,5,2007,2,15,2,20070530,365,856.0
10905,1883,3.5,15,12,2006,1,21,32,20061215,179,596.0
44446,1884,5.0,11,11,2008,4,24,30,20081111,445,1644.5
21171,1885,3.0,27,1,2007,2,25,8,20070127,124,427.0
50670,1886,1.0,20,7,1998,18,10,16,19980720,6,11.0
30167,1887,1.5,5,10,2003,10,17,55,20031005,31,82.5
58087,1888,2.0,7,8,2002,1,12,21,20020807,89,246.0
23850,1889,3.5,11,3,2006,21,41,44,20060311,114,423.5
38437,1890,0.5,29,11,2007,17,7,13,20071129,4,11.0
17755,1891,2.0,17,4,2005,1,2,29,20050417,4,11.0
6550,1892,2.5,13,1,2006,13,8,2,20060113,182,575.0
7727,1893,3.5,14,4,2007,17,46,15,20070414,7,26.0
30864,1894,1.5,2,10,2004,19,14,28,20041002,241,648.0
28496,1895,4.5,3,1,2008,13,45,44,20080103,99,309.5
3174,1896,2.5,31,8,2003,7,16,15,20030831,11,38.0
21767,1897,5.0,2,12,2007,1,52,28,20071202,36,133.5
43102,1898,3.5,5,11,2007,0,7,24,20071105,5,16.5
24495,1899,2.5,12,5,2006,4,33,7,20060512,4,14.5
8619,1900,5.0,1,10,2007,22,11,20,20071001,37,152.5
57475,1901,3.0,3,3,2008,4,6,10,20080303,3,8.5
21272,1902,3.5,22,6,2005,17,46,31,20050622,11,36.5
51033,1903,4.0,1,11,1999,21,1,27,19991101,1,4.0
6352,1904,3.5,29,7,2003,1,30,56,20030729,34,120.5
1860,1906,2.0,10,11,1999,22,5,37,19991110,11,36.0
51901,1907,1.5,9,9,2005,6,43,42,20050909,316,1092.0
17835,1908,3.0,12,9,2008,0,9,39,20080912,1,3.0
8881,1909,3.0,17,10,2001,21,18,35,20011017,456,1483.5
51033,1910,3.5,20,5,2003,7,12,4,20030520,11,38.5
15722,1911,4.0,25,6,2005,1,29,1,20050625,273,703.0
21947,1912,4.0,15,9,1999,10,13,47,19990915,278,1006.5
26116,1913,4.5,30,12,2005,12,12,26,20051230,85,318.0
29942,1914,3.0,17,5,2002,23,18,43,20020517,88,330.0
5829,1915,3.5,1,7,2006,13,8,33,20060701,1,3.5
30500,1916,4.0,17,6,1999,10,36,28,19990617,114,417.5
46085,1917,1.5,28,1,2005,20,53,8,20050128,900,2512.5
34958,1918,4.0,26,4,2006,19,29,45,20060426,333,1027.5
14095,1919,3.0,20,11,2000,15,24,58,20001120,22,70.5
64540,1920,2.5,4,1,2004,4,58,52,20040104,175,486.5
56535,1921,3.5,26,9,2005,1,22,40,20050926,469,1754.0
30167,1922,2.5,5,10,2003,9,38,11,20031005,9,34.5
19820,1923,3.0,21,2,2006,7,28,3,20060221,1051,3528.5
30275,1924,4.5,3,6,2005,3,56,7,20050603,107,276.5
34197,1925,3.0,31,10,2003,19,47,44,20031031,9,34.0
31854,1926,3.0,18,3,2007,15,3,17,20070318,3,10.0
53315,1927,3.5,19,4,2005,16,13,55,20050419,108,414.0
31854,1928,4.0,20,4,2006,8,45,3,20060420,4,14.0
7461,1929,4.0,19,11,2000,18,47,36,20001119,29,115.5
28665,1930,4.0,2,4,2006,17,45,44,20060402,3,12.0
35779,1931,3.5,27,1,2008,21,1,24,20080127,68,267.0
6477,1932,3.5,21,12,2006,19,22,27,20061221,14,55.0
34857,1933,4.0,9,12,2002,13,33,25,20021209,13,49.5
57696,1934,4.5,18,12,2008,5,51,45,20081218,41,158.0
7181,1935,4.0,9,10,2001,6,9,40,20011009,35,131.5
13614,1936,4.0,26,9,2008,14,2,39,20080926,25,96.0
10025,1937,3.0,8,10,2007,6,57,16,20071008,13,51.0
68722,1938,4.0,2,11,1999,11,13,31,19991102,49,191.0
7461,1939,3.0,29,11,2000,18,22,9,20001129,61,254.5
60450,1940,4.0,25,3,2008,9,17,24,20080325,31,125.0
34857,1941,5.0,9,12,2002,13,32,36,20021209,38,148.0
23858,1942,4.0,20,3,2000,6,20,45,20000320,36,143.0
31854,1943,4.0,19,4,2006,11,11,49,20060419,25,80.5
49236,1944,4.0,21,5,2007,18,39,36,20070521,85,335.5
1724,1945,4.0,16,6,2000,23,46,21,20000616,191,770.5
13701,1946,3.0,25,6,2003,19,11,12,20030625,41,160.5
56896,1947,2.5,23,8,2006,16,20,32,20060823,290,1071.5
11638,1948,4.0,16,10,2007,15,37,30,20071016,54,196.0
41391,1949,4.0,27,6,2001,18,36,36,20010627,73,310.5
41234,1950,4.0,4,10,1999,16,30,30,19991004,143,572.5
45049,1951,4.0,22,1,2005,10,2,7,20050122,86,314.5
10516,1952,4.0,4,7,2004,23,11,34,20040704,234,925.5
63973,1953,3.5,31,5,2008,3,25,41,20080531,320,1225.5
70342,1954,5.0,16,5,2002,0,49,27,20020516,610,2205.5
65135,1955,4.0,15,9,2001,22,12,39,20010915,214,796.5
6757,1956,4.0,12,7,2002,4,51,46,20020712,142,552.0
30465,1957,4.0,6,4,2006,15,11,19,20060406,216,808.0
41443,1958,3.5,10,5,2006,23,9,13,20060510,171,606.0
18059,1959,3.0,27,11,1999,16,27,26,19991127,178,657.0
47911,1960,4.5,25,3,2004,1,27,25,20040325,293,1132.0
19742,1961,5.0,5,7,2006,21,12,50,20060705,1018,3932.5
8624,1962,3.0,7,12,2006,3,45,34,20061207,329,1223.0
13216,1963,4.0,7,5,2006,23,35,13,20060507,86,334.5
15558,1964,3.0,20,11,2000,8,9,54,20001120,62,231.5
53565,1965,4.0,26,2,2008,9,19,49,20080226,195,654.5
71509,1966,3.5,20,9,2006,17,3,11,20060920,54,206.0
65308,1967,3.5,25,3,2004,20,22,18,20040325,316,1129.0
60323,1968,3.5,1,3,2004,3,45,4,20040301,736,2731.0
36294,1969,2.5,10,12,2004,19,11,52,20041210,77,191.5
17613,1970,3.0,27,8,2004,16,9,9,20040827,85,241.5
41154,1971,2.0,26,5,2008,13,9,47,20080526,51,131.0
43706,1972,2.0,20,8,2000,18,17,53,20000820,52,114.0
65308,1973,1.5,1,4,2004,21,51,38,20040401,51,116.5
28496,1974,1.5,3,1,2008,13,45,13,20080103,170,460.5
38527,1975,0.5,11,1,2008,18,27,20,20080111,77,173.5
44038,1976,0.5,31,7,2005,22,31,20,20050731,57,101.5
67542,1977,2.0,11,10,2006,18,54,25,20061011,47,85.0
5459,1978,3.0,7,12,2004,4,17,20,20041207,47,82.5
8892,1979,0.5,2,7,2004,20,21,15,20040702,50,81.5
23437,1980,2.0,4,2,2007,14,54,8,20070204,42,68.5
12309,1981,1.0,2,4,2005,3,35,47,20050402,53,87.5
14095,1982,4.0,20,11,2000,15,21,41,20001120,233,816.0
33477,1983,3.0,15,3,2007,21,21,55,20070315,64,156.5
69388,1984,0.5,9,7,2008,0,14,14,20080709,45,73.0
36294,1985,0.5,10,12,2004,19,6,24,20041210,37,83.5
29401,1986,2.0,3,11,2005,11,0,24,20051103,39,74.5
23858,1987,3.5,9,1,2008,4,15,32,20080109,23,57.5
29892,1988,1.0,11,12,2006,6,31,17,20061211,7,12.5
66544,1989,2.0,29,1,2001,23,23,27,20010129,6,7.5
60963,1990,0.5,30,12,2008,18,57,39,20081230,7,6.5
53042,1991,3.0,2,3,2002,23,25,3,20020302,92,263.0
35211,1992,3.0,17,6,2005,17,30,23,20050617,47,95.0
40456,1993,2.5,10,1,2005,3,35,54,20050110,51,98.5
11638,1994,4.0,15,10,2007,22,24,22,20071015,362,1281.5
64063,1995,2.0,23,7,2007,5,17,6,20070723,62,160.5
10132,1996,1.5,8,10,2007,18,12,43,20071008,48,97.5
34226,1997,4.0,22,1,2008,3,37,7,20080122,588,2131.0
15558,1998,2.0,24,3,2001,9,8,54,20010324,45,75.5
2771,1999,2.0,15,7,2008,19,24,4,20080715,39,99.5
40664,2000,2.5,13,2,2008,20,22,11,20080213,704,2545.0
15440,2001,4.0,2,9,2008,5,55,50,20080902,516,1700.0
70116,2002,2.0,4,2,2001,5,1,47,20010204,357,1110.5
60303,2003,3.5,14,10,2005,14,43,48,20051014,554,1813.0
51901,2004,2.0,21,11,2005,6,1,27,20051121,218,629.0
12051,2005,0.5,24,1,2006,22,35,34,20060124,411,1501.0
26007,2006,4.0,13,9,2003,10,45,54,20030913,537,1715.5
52592,2007,3.0,17,8,2003,22,33,49,20030817,18,53.5
8114,2008,2.0,19,1,1999,14,24,3,19990119,3,8.5
13815,2009,3.0,12,9,2003,12,38,4,20030912,172,598.5
18059,2010,4.5,23,8,2003,18,26,21,20030823,221,876.0
33202,2011,4.0,18,11,2004,22,11,33,20041118,884,3029.0
15715,2012,1.0,7,2,2006,1,13,10,20060207,884,2851.5
24695,2013,4.0,14,8,2000,22,51,37,20000814,160,522.5
44068,2014,3.0,9,4,2003,7,41,14,20030409,77,237.0
498,2015,3.5,28,8,2007,17,55,45,20070828,80,265.0
54767,2016,2.5,9,8,2006,4,11,17,20060809,33,82.0
9117,2017,3.5,17,5,2003,20,43,39,20030517,30,86.0
70037,2018,4.5,20,8,2007,16,53,17,20070820,314,1093.5
26624,2019,4.0,7,9,2005,18,40,15,20050907,451,1888.5
16983,2020,4.0,20,11,2007,8,37,5,20071120,279,1087.0
39390,2021,4.0,12,6,2006,8,11,51,20060612,419,1364.0
35069,2022,1.0,1,11,2008,22,39,17,20081101,165,612.0
22386,2023,3.5,16,10,2008,0,33,52,20081016,420,1464.5
70116,2024,3.0,8,4,2007,6,22,39,20070408,29,101.5
7727,2025,3.5,18,5,2006,4,33,16,20060518,99,340.5
70116,2026,1.0,16,3,2007,21,44,55,20070316,41,110.5
12760,2027,3.5,28,1,2006,14,21,38,20060128,58,141.0
59401,2028,3.0,15,10,2006,20,41,46,20061015,1232,4870.5
53042,2029,3.5,20,7,2006,7,58,42,20060720,18,65.0
6757,2030,1.0,10,1,2004,17,22,24,20040110,3,8.0
9522,2031,3.0,20,11,2000,2,20,31,20001120,12,32.0
47438,2032,2.5,4,7,2006,4,19,48,20060704,9,26.5
5978,2033,3.0,16,4,2006,1,32,49,20060416,59,180.5
24695,2034,4.0,22,8,2000,6,24,17,20000822,85,235.5
6550,2035,4.0,12,2,2006,14,11,59,20060212,11,36.5
38437,2036,1.5,27,11,2007,0,44,3,20071127,60,129.5
66544,2037,4.0,29,1,2001,22,35,28,20010129,17,55.0
41130,2038,3.5,8,9,2008,0,48,18,20080908,41,115.5
30274,2039,3.0,5,10,2003,8,54,21,20031005,4,12.0
13815,2040,2.0,14,7,1999,18,8,59,19990714,29,84.5
61805,2041,2.0,7,12,2003,8,24,57,20031207,22,65.5
57637,2042,2.0,23,8,2006,21,30,44,20060823,110,256.0
17909,2043,0.5,29,8,2004,20,30,9,20040829,31,98.0
1224,2044,3.0,31,5,2002,3,39,54,20020531,4,9.0
30275,2045,4.0,3,6,2005,0,2,40,20050603,11,35.0
40260,2046,3.0,11,12,1999,10,29,32,19991211,172,605.0
8114,2047,3.0,19,1,1999,17,4,10,19990119,6,17.0
15722,2048,4.0,15,8,2005,22,35,15,20050815,73,242.5
40260,2049,2.5,7,3,2004,3,34,29,20040307,4,13.0
28855,2050,2.0,25,9,2001,16,38,20,20010925,44,113.0
58089,2051,4.0,27,6,2007,15,11,34,20070627,39,94.0
62042,2052,3.5,2,1,2009,17,10,45,20090102,96,286.5
20812,2053,1.5,31,5,2003,9,18,22,20030531,238,482.0
66063,2054,4.5,14,10,2006,15,2,44,20061014,778,2079.0
58087,2055,3.0,3,8,2001,6,43,23,20010803,10,29.5
44041,2056,4.0,14,12,1999,7,55,9,19991214,5,17.0
44041,2057,3.0,2,1,2000,5,17,0,20000102,24,81.0
36802,2058,3.0,3,6,2006,16,31,3,20060603,384,1347.0
30167,2059,3.5,5,10,2003,9,56,28,20031005,122,366.5
48717,2060,2.0,10,7,2008,21,39,53,20080710,128,391.5
5085,2061,3.5,30,12,2005,11,36,45,20051230,12,40.5
23228,2062,4.0,17,2,2004,3,30,2,20040217,10,32.0
21693,2063,2.0,23,7,2002,10,28,6,20020723,2,7.0
31175,2064,3.5,10,12,2004,8,3,51,20041210,258,962.5
13614,2065,4.0,15,2,2007,19,14,13,20070215,143,540.0
64581,2066,3.5,29,9,2004,3,52,10,20040929,57,231.5
29658,2067,4.5,3,4,2006,5,26,23,20060403,207,798.5
17312,2068,5.0,11,2,2006,17,44,29,20060211,91,367.0
40837,2069,3.0,30,4,2001,15,35,8,20010430,25,92.0
71420,2070,3.0,7,3,2008,7,47,49,20080307,41,163.5
30687,2071,3.5,7,4,2006,16,41,23,20060407,52,204.5
44129,2072,3.0,19,6,2007,23,17,32,20070619,134,406.5
47165,2073,3.5,1,7,2006,17,55,53,20060701,24,82.5
15061,2074,3.5,30,8,2006,1,0,57,20060830,16,53.5
13890,2075,4.5,24,5,2004,12,25,39,20040524,20,73.5
1355,2076,4.0,3,9,2007,13,34,34,20070903,387,1494.0
6757,2077,3.0,5,7,2002,7,30,36,20020705,30,106.0
40456,2078,3.5,14,1,2005,3,11,46,20050114,347,1251.5
4078,2079,3.5,3,8,2008,0,16,28,20080803,3,10.0
26920,2080,4.0,21,11,2000,7,20,29,20001121,327,1141.0
64411,2081,4.0,7,3,2003,22,50,0,20030307,565,1881.0
